round,train_auc,val_auc,train_loss,val_loss
163,0.9999330070459137,0.998775152889623,0.0162400292049192,0.01735021606158518
164,0.9999333329896266,0.9987692425225632,0.01620925115321097,0.01731194567728319
165,0.9999342807469678,0.9987730532627235,0.01609410607475801,0.01720987149543916
166,0.9999363139736803,0.9987610258724128,0.01588523089208242,0.01704079259195938
167,0.9999383847385502,0.998759930594601,0.01563150525172315,0.01683863632193003
168,0.9999401065175529,0.9987563926406127,0.01544615656267244,0.01668234292136675
169,0.9999413009233062,0.9987757852575673,0.01522627550586862,0.01646381800788982
170,0.9999423764401977,0.9987779489478861,0.01511799401250986,0.01634003751945682
171,0.9999432986672646,0.9987817576214845,0.01493002449115454,0.01617839866323165
172,0.9999436875712302,0.9987739480840301,0.01487248514258899,0.01613352862914454
173,0.9999443181473678,0.9987737744928298,0.01476034077306893,0.01604747481287126
174,0.9999461056992804,0.9987723795635411,0.01455881165520234,0.01582322521749693
175,0.9999464875716025,0.9987712966851008,0.01450642572681639,0.01576052638858638
176,0.9999474214820153,0.9987704080634799,0.01440388592330231,0.01569302467769118
177,0.9999478320218065,0.9987628403137689,0.01436880088715592,0.01567513455103521
178,0.9999489182484317,0.9987637124028945,0.01424030860683896,0.01551156354865211
179,0.9999496818848969,0.9987620384877481,0.01412635472724286,0.01542988840926512
180,0.9999511563664127,0.9987600835201822,0.0139302478167843,0.01529001117957706
181,0.9999521815800096,0.9987658244291656,0.01382121107899133,0.01521260487411384
182,0.9999529527890139,0.9987690606651152,0.01368873618126593,0.01508750193109543
183,0.9999538140030526,0.9987888273297754,0.01346543951743383,0.01488706194051695
184,0.9999547436944793,0.9988023943087083,0.01326527203591259,0.01471006880596431
185,0.9999551878779793,0.9988027332248615,0.01317676640855969,0.01463401912230423
186,0.9999563144554192,0.9988053742909813,0.01298278629309903,0.01445979726629387
187,0.9999568796913636,0.9988006397976475,0.01291055905563727,0.01440941815081239
188,0.9999578248524057,0.9987986496985292,0.01278833510932295,0.01430581998502356
189,0.999958440824361,0.9987966368672297,0.01265133612177537,0.01417907882474953
190,0.9999592419989837,0.9987899784047587,0.01252372382438576,0.01402856866169398
191,0.9999606494094402,0.9987834976666119,0.01230059611018233,0.01384635912831569
192,0.9999612254632972,0.9987849111949577,0.01219168880444984,0.01374759728429486
193,0.9999618724826623,0.9987821585344948,0.01209370013961975,0.01365408534837558
194,0.9999626215149453,0.9987738716212394,0.01198778887819986,0.01355322197536495
195,0.9999633175394554,0.9987683621671899,0.01188482318135165,0.01346268366813554
196,0.9999639363240681,0.9987710156326811,0.01180394788782446,0.01340845599628755
197,0.9999644934465778,0.9987719125205496,0.01170159095126422,0.01334868492725038
198,0.9999649003082786,0.9987809309967208,0.01157769349052434,0.0132207385985324
199,0.9999656467442624,0.9987775046370756,0.01142826843074056,0.01309477841587134
200,0.9999661121308714,0.998780678876168,0.01132983861074943,0.01300758944795964
201,0.9999663924229922,0.998785630358502,0.01127034394544924,0.0129213893995305
202,0.999966567024105,0.9987859982065218,0.01122690707454854,0.01287979524380651
203,0.9999672813308879,0.998772065446131,0.01115150834655412,0.01282604278198539
204,0.9999675968894045,0.9987635491445037,0.01110415783575712,0.0127836866592595
205,0.9999679982339696,0.9987802738300338,0.01096507120630508,0.01264656762216507
206,0.9999687682530034,0.9987840432389559,0.01085722839090591,0.01254919028205227
207,0.9999697174166733,0.9987798853163948,0.01071415545907746,0.01244466965414198
208,0.9999703016921442,0.9987788065710783,0.01060765294554383,0.01234937620271892
209,0.9999707704323062,0.9987723960960364,0.01049941419763494,0.01226341740405942
210,0.9999710701966701,0.9987615011816519,0.01046614632207051,0.01224083899811429
211,0.9999714301086292,0.9987737641600202,0.01037390595122297,0.01214642769140006
212,0.999971697635613,0.9987702055404128,0.01032112670835473,0.01210563777932807
213,0.9999719545610423,0.9987770417272079,0.01025126576118382,0.01203290688740316
214,0.9999724454779255,0.9987775087701994,0.0102027695032123,0.01195570305999423
215,0.9999728473633864,0.998781674959008,0.01009089833220184,0.01183907590890393
216,0.9999731945102084,0.9987834356697546,0.01002222622136148,0.01175640706762772
